Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2018,III,Tamandua mexicana,Mammalia,Pilosa,Myrmecophagidae,Tamandua,US,FR,SV,1,,specimens,,S,W
