Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2018,II,Cephalorhynchus hectori,Mammalia,Cetacea,Delphinidae,Cephalorhynchus,CA,US,XX,,1,skeletons,,Q,W
2018,II,Cephalorhynchus hectori,Mammalia,Cetacea,Delphinidae,Cephalorhynchus,US,NZ,,4,,specimens,,S,W
